"gene_name","A31338","A31372","A31360","A31387","A30212","A33903","A31406","A31388","A31288","A31390","A30231","A31428","A31432","A31467","A31459"
"MYF6",-1.08322053861765,-0.715109341658615,-0.93952832730377,-0.464600480033502,-0.382827553925394,-1.11106408427489,-0.371836422622835,-0.925941309399673,-0.82618568399544,-1.07516506651198,-0.625749214301851,-0.670769915204061,-0.758110294975935,-0.766206154167301,-0.566263823072465
"MYOD1",1.12018784999913,-0.0714695798422751,0.471819449771047,0.280185020463114,1.27596573185675,-0.0187374809248039,0.682172043240275,0.750853977501325,0.866761683363272,1.0044748674629,0.92834034993178,0.201524160176142,0.0785329080608781,0.480771151915074,0.403254851657519
"MYOD1_SWI_SNF_COMPLEX",-1.05318265319579,-1.3238301541541,-0.777137223285361,-1.38534446266595,-0.696387135557208,-1.26589830764481,-1.46683956298875,-0.306601689600633,-1.17082661011438,-0.868681948152916,-0.789126714725216,-0.981133468556476,-0.840294648450567,-0.737343511692466,-1.00911193969135
"MYOG",-1.60191291423517,-1.63304043011328,-1.33560319759672,-1.35232810766978,-0.59370492923984,-1.34868699853694,-1.38691166340155,-1.31776722448704,-1.43569922889937,-0.9159007829111,-0.54060827440216,-1.22471479653877,-1.41710098142724,-1.32082864751747,-1.55429456511389
"MZF1",-0.0776132346917724,0.852707462404638,0.94155874176268,0.457368739459157,0.273444505691173,0.47610951436598,-0.0246158590951488,0.42561076876085,-0.00503616470571812,0.791828269308336,0.268223811274569,1.03016474148982,0.300432924161201,0.57079461015436,0.566929402261333
"NANOG",0.665642789651223,-0.328838200733211,-0.111716211646111,0.18201522139169,0.339426790571079,-0.587183886527086,0.192722832515323,-0.258503888305173,0.416191463907961,0.604151540848422,0.804374540674236,0.104180959365693,-0.168432326986071,-0.00209839410900458,-0.297923835330921
"NCOA1",-1.41265504441168,-1.75946609206857,-1.71573503281435,-1.0643276643462,-1.86682422081976,-1.83780444310783,-1.04212399150107,-1.70286713930026,-1.62722028075661,-1.87827549058705,-1.57514627386038,-1.93239286143772,-1.44817669777046,-1.52744609150616,-1.61377014622602
"NCOA2",-0.558052630725132,-0.964582138083868,-0.981069422597762,-0.736421860217106,-0.315257429597024,-0.898086728037554,-0.669263435585441,-0.40498912690925,-0.348039830030041,-0.844755853904821,-0.170346271761194,-0.670871691747547,-0.889917856919609,-0.557629105602623,-0.739997592274882
"NCOA3",1.26693066268079,0.95244433905498,1.1858108571966,1.5791498099033,1.25262574391615,0.577357937484248,1.53675965954628,1.38542835230474,1.23234927773952,1.15057049004156,1.90407123186387,0.863292637196305,0.885991758725262,0.929978062772845,1.44204249074891
"NCOR1",0.614789874462797,1.46430650989378,1.52140749345632,1.11441327394231,1.45033973246293,1.55722153117661,1.26529312038135,1.40968061875242,1.07542898203877,1.53480921737167,1.67658699749644,1.54170537629706,1.44734045133186,1.89724556289175,0.862685965794964
"NCOR2",-0.191416316253806,0.295835764364883,0.133212040296837,-0.524259755576839,-0.189550583785607,-0.00246685795922898,0.0313182715483477,-0.120666115275454,0.0102838257234755,0.376233172394624,0.40883222115543,0.264311765499595,-0.292996894697589,0.843794275402482,0.486872785198905
"NEUROD2",-1.76682812889449,-1.80023418515594,-2.15846256985438,-2.22134250514739,-1.41776023551442,-1.61679300440086,-1.87133019329812,-1.66571101683061,-1.73734529402649,-1.76438583008454,-1.68647531156269,-1.89214319285395,-2.13565587138221,-1.52783693313569,-1.43921497887812
"NEUROG1",-1.109400198853,-1.17299494503144,-1.51309049240518,-1.04381238385086,-1.48028199504428,-1.70265371138757,-1.22363791755951,-1.05944167409447,-1.07616794293412,-1.53798105521475,-1.23089555281968,-1.53343450709122,-1.33033207323092,-1.12779239835162,-1.20826003795901
"NEUROG2",-0.899680292545578,-1.37368371388433,-1.93839935010873,-1.28081548126394,-1.26287126578799,-1.55286499839995,-1.35594378038358,-1.36336551548572,-1.29244088624427,-1.49607637214334,-1.4808511770292,-1.3112296104717,-1.10925661467581,-1.57898943089691,-1.3524674290406
"NFAT5",0.887982119843945,0.22927348500655,0.982900596290804,1.0059124161189,1.52179635096976,1.24919731267916,1.11772530121479,0.475187359832438,0.735952112111718,1.23962050053405,0.6481944231538,0.514177351661003,0.505670142207473,0.626088541661832,1.00022374594163
